,sypnopsis,Action,Adventure,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Historical,Horror,Kids,Magic,MartialArts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,SliceofLife,Space,Sports,SuperPower,Supernatural,Thriller,Vampire
8392,professional sumo weight class savage sport strong survive willing test mettle step ring minimum size requirement pro sumo wrestler young hinomaru ushio incredibly talented hardworking meet requirement small boy big dream reach high class sumo hinoshita kaisan way possibly pro high school yokozuna title give strong wrestl high school tournament ushio lot pressure time limit skill high school tournament lose chance pro permanently odd stack instead enrol ishigami high good school sumo japan enroll odachi high build sumo club ground devout member shinya ozeki odachi high true underdog sumo world ushio push forward strength go professionally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8394,professor layton daughter katrielle layton run layton detective agency talk dog sherl assistant ernest solve strange case happen everyday london originally start job purpose find father hershel layton disappear suddenly incredible ability solve puzzle know receive numerous request,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8395, year public television open japan animate live action hybrid commercial momoya brand food start air commission commercial tanuma noriko actor comedian contain persona caricature norihei miki advertisement success    fill pun parody commercial continually half century feature  character core  reoccurring,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8396,follow closure uranohoshi girls high school year student dia kurosawa kanan matsuura mari ohara graduate leave aqour solely second year search new place remain member use practice decide visit new school soon enroll surprise building abandon turn school board worry freshly transfer uranohoshi student burden club instead send branch school set aqour new goal prove uranohoshi student club problem arise year unexpectedly go miss graduation trip love live sunshine school idol movie rainbow revolve remain aqour member venture search miss senior time try figure way change new school mind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8397,way collaboration lalala lala chan panpaka pant aeon cinema movie theater company short promote good theater etiquette screen aeon cinema collaborative good sell  molly fantasy store molly fantasy store  unique collaboration episode show tv store promote good gaming etiquette,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8398,threat holy grail war long loom fuyuki city inhabitant finally enjoy time peace master servant adjust new mundane live shirou take cook household saber wonder modern cuisine day venture marketplace kind different meal cook unique ingredient limited budget legendary skill attract uninvited guest city dull moment dinner emiya family guest entertain living room shirou walk step step process create favorite meal delicacy savory new year soba shrimp tempura steamy foil bake salmon cheesy bamboo shoot gratin grabs menu itadakimasu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8399,northern kanto area japan binan city binan high school usual earth defense club club club member kyoutarou shuzenji ryouma kirishima nanao wakura taishi manza ichiro dogou nonchalantly enjoy tea have pointless conversation gather kurotama bath school ryouma pull kyoutarou shuzenji arm water claim feel good towel come pretty boy strange clothing boy drag battle heir magical kingdom honila land,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8400,story begin anpanman world everybody bustle get ready annual star festival day egg emerge baikinman garbage box hatch mysterious boy name kurun emerge kurun know come spend day have fun everybody day black star begin rain anpanman think suspicious occur star life head,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8401,armie sweeping continent empire unstoppable secure victory remnant republic army empire ultimate victory finally reach dark cloud gather east communist lead russy federation muster troop western border prepare enter war support detachment allied volunteer magicians mary sioux daughter soldier kill tanya degurechaff federation determine spread communist creed bring empire knee tanya battalion return imperial capital southern arrival task investigate troop movement border federation escalation violence point lead new conflict plunge world devastating global war empire eventually emerge victorious struggle crumble face superior enemy radically different ideology,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,american comic touch hip hop song feature semi biographical representation band bless sing song  sibling grow bear okinawa aim bridge country music,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,song rice get great taste blow nose random grain come time step stray dry ground small sure hurt lot food familiar think,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,star twinkle sky bright rainbow cross sky need tear world beautiful music video invoke thought stop motion paper cut out shadow puppet flair,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8405,minna uta music video create follow child imagination know answer question star taste like throw dad hat hard sky ufo worm wiggle wiggle shape number calculate mathematic etc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406,star tournament day event allow e sport participant professional club display skill give casual glory player chance interact pro flesh retire tier glory player ye xiu agree watch tournament tang rou chen guo manage ahold ticket strange sensation ye xiu unlike previous occasion time attend tournament spectator participant despite attempt low profile event star tournament force glory legend limelight,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,pilot film uchuu senkan yamato create august  yomiuri television executive release public  year later uchuu senkan yamato ld box set pilot include later release dvd bd lack certain sound audio copyright issue come time ld dvd bd release,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8408,yumeko jabami fame grow reputation student council dwindle kirari momobami decide revolutionize group end announce election president rule simple student school receive chip chip end thirty day new president head momobami clan receive news development momobami branch family spring action transfer student arrive hyakkao private academy aim lead school momobami clan equip unique talent compete chip possible chip thing line,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8409,ch postal company receive request transcribe love letter irma felice famous opera singer accept task violet evergarden visit irma write letter irma provide little information ask violet write base feeling despite violet numerous attempt irma find version letter inadequate violet consult colleague help write love letter reject opera singer resort violet ask irma true thought feeling hope find miss puzzle piece auto memory doll able translate irma emotion word,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8410,story set modern day japan follow growth protagonist taiga akashi elementary school kid want professional gamer someday,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,release day chinese new year feature cover topic new year logger vick want hometown visit family class ticket train home afford briar bramble decide help,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8412,second new year special time release day chinese new year logger vick find unexpectedly unemployed upcoming new year order afford present take temporary forest ranger job briar bramble quire mistrust new job require protect forest,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,story friend old new lose importantly find big secret follow briar whisk away home know plunge head rank travel circus struggle circus lead hugo gorilla leg desperate need boost frustrated brother bramble rest forest friend briar find new welcome home wolfgang big briar bring life circus quickly find happiness new life fill new friend fame rise benefit come price search high low bramble forest friend thrill find lose briar briar sure wants find want leave perfect new life big perfect thing dark side trial chase train animal learn belong true meaning family,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,story follow elite team thief send notorious treasure hunter real world animate realm steal universe prize powerful item learn evil plan destroy cartoon world bear brothers logger vick join force sassy archaeological robot set journey save world find deer clan legendary golden antler villain pine tree mountain mysterious deer clan forest ragtag group encounter strange wonderful creature include keeper forest magical woodland girl deer clan time run golden antler boonie bear world save follow portal unforgettable adventure entangle world,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8415,eighth season boonie bear target preschool kid boonie cub brand new edutainment series show child learn fun scenic pine tree kindergarten cub observe world creative wondrous way learn value friendship explore mystery science language boonie cub teach kid help prepare life beautiful world colorful paradise kid teem adventure corner get notebook get pencil pack lunch good class start soon come join whirlwind adventure pine tree kindergarten follow little briar bear little bramble bear mysterious magical tunnel lead knowledge seek escapade furry friend fun,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8416,ninth season boonie bear bear brother briar bramble new adventure time logger vick finally decide hang chainsaw good help forest instead new girl carly show town vick agree tour guide help quest find lose friend kitty happen siberian tiger,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8418,iori kitahara move coastal town izu freshman year university take residence grand blue uncle scuba diving shop iori high hope dream have ideal college experience enter shop suck alcoholic activity carefree member diving club frequent place persuade upperclassman shinji tokita ryuujirou kotobuki iori reluctantly join bizarre party cousin chisa kotegawa later walk catch act earn iori utter disdain base kenji inoue kimitake yoshioka popular comedy manga grand blue follow iori misadventure eccentric new friend strives realize ideal college dream learn scuba dive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8420,short film screen simultaneously doraemon movie  nobita wan nyan jikuuden pa pa pa ★ movie perman tako de pon ashi wa pon reflect history previous doraemon film introduce character,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8421,second collaboration town work jobuubu look job chancellor fire previous run street have unsuccessful job hunt chancellor take jobuubu eagle talon headquarters discover ability repair hand dryer repair make dry properly give user sense pure bliss team chancellor find client jobuubu repair queen electronic manufacture hand dryer get wind invite work new idea company order improve old product rival company want sure succeed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8422,televise new year commercial promote idolm@st cinderella girls starlight stage    campaign start follow day receive  consecutive gift gacha draw commercial open girl list good thing new year,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,video produce middle high school student showcase role cpas importance audits anime aim account attractive occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8424,nearly year st century people forget existence youkai number unexplainable phenomena plague adult human world confusion chaos thirteen year old mana write letter youkai post search answer greet gegege kitarou,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8425,inside human body roughly . trillion cell work energetically  hour day  day year fresh training cheerful somewhat airheaded sekkekkyuu ae ready important task transport oxygen usual hakkekkyuu u- hard work patrol eliminate foreign bacteria seek body new lair little platelet line new construction project deal wound allergy getting lose way lung bicker similar cell type daily live cell hectic work body healthy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8431,tang san tang sect martial art clan prestigious disciple peerless use hidden weapon high expectation sect elder believe future bright tang choose forsake life cost obtain sect forbidden lore action punishable death tang content ascension knowledge see reason living jump hell peak little know end existence douluo continent strong prevail weak perish person possess innate spirit cultivate strengthen bestow user benefit bear spirit spirit master profession regard continent noble tang reincarnate strange world know life blacksmith son age take spirit master ceremony discover spirit blue silver grass supposedly world useless spirit contrast possess strong spirit power aid memory previous life tang future spirit master way bleak,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,book fate destiny write mysterious story teller book decide small detail life story teller choose interfere story write malevolent being know chaos teller seek ruin story overwrite book fate ex reina tao shane bear blank book ostracize society abnormality abandon respective story search well live vast unknown encounter famous fairy tale character cinderella momotarou snow white work subdue chaos teller return peace order story,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,music video song yumi chan hikkoshi sayonara tsutomu kun keiji kawahashi kako ootsuko air nhk minna uta program,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,vr anime mobile rpg kuro kishi shiro maou release virtual gate exclusive vr park tokyo amusement center japan  people watch time viewer enter platforme pivot cage adorn vr headpiece cage area let view hold bar lean pivot watch vr anime,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,intuition tickle able idol anime documentary variety challenge far virtual idol able grow live broadcast happen unknown live broadcast voice reach furthermore simulaneous delivery japan china participation program bring idol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8436,story take place universe countless parallel universe know exist link call prism connect modern world parallel world energy substance come day monster know come parallel world begin attack humanity begin counterattack power call skuld harness power tomorrow government gather skuld user army know norn wreak destruction year boy name asuma use ancient weapon discover,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8437,recess olivia foreign transfer student know english play game look way hanako honda loud mouthed airhead rowdy behavior spur ire kasumi nomura deadpan loner constantly tease old sister tendency lose game willing compete kasumi decline olivia offer join fun eventually get involve dispense brand mischief soon strange friendship blossom peculiar trio decide form pastime club free resume daily hijink fail learn english try desperately popular getting catch teacher wrong time school life bore girl asobi asobase hilarious antic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8439,magician female doctor gangster archaeology professor policewoman drug dealer businessman random group people find trap desolate island wake sleep day surround tribe mutant virus countless life death situation mysterious island survive escape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8440,hard rain fall small town southern china desperate attempt find money save fiancée fail plastic surgery xiao zhang mere driver steal bag contain  million boss news robbery spread fast town course night start look xiao zhang money,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8441,year middle school girl mirai momoyama emo moegi aspire idol decide use pri ☆ chan system system famous people company broadcast content like girl start channel upload content pair decide producer start channel attempt pri ☆ chan idol,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8442,cat name blanket long live high rise apartment city son cloak day curious outside world cloak decide leave home embark adventure find legendary cat paradise find son blanket overcome fear reconcile past help female macaw,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8443,group tea pet cute clay figurine good luck charm tea drinker embark magical animate adventure find fabled mystic,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8444,fate kind ji ning wrack illness infirm entire life earth ning know early die teenager know thing life death universe far large place think lucky twist fate    mean ning reborn world immortal monster ki refiner powerful fiendgod world dynasty last million year world great small imagine opportunity join life ning swore let weak era bear desolate ning era,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8445,day kind different people stop railroad crossing way work school result sort different conversation friend enemy acquaintance complete stranger new encounter fumikiri jikan document discussion place location funny depressing expect completely unexpected certainly potential interesting,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8446,collaboration morinaga milk industry mary majo hana feature newly animate scene mary majo hana character savor morinaga food product bifidus yogurt parm ice cream philadelphia cream cheese slice mow ice cream,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8447,song circle life crow eat persimmon poop seed element let seed sprout grow turn new persimmon tree new crow come repeat process,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8448,song wise man fourth easy go end go journey meet newborn jesus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8449,minna uta music video sing keiko utsumi animate nanke kouji relation minna uta music video  share,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8450,nemese powerful mysterious demonic entity fall sky vaporize touch one combat creature sorcerer survive encounter nemesis infect process seth sorcerer pompo hill set adventure exterminate nemesis accompany doc mélie fellow sorcerer share ideal main objective bring world sorcerer long persecute infected end desire destroy source nemese mythical radiant,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8451,aine yuuki regular student star harmony academy normal division meet mio minato idol division invite join aikatsu fulfill aine goal friend befriend maika chōno ema hinata idol aine mio form pair good friend bright diamond friend karen kamishiro mirai asuku categorize diamond friend diamond class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
8452,kohane hatoya lovable trait great flaw love help matter far order job big inspiration come light see cheerleading look like time middle school highschooler enthusiastic kohane wants start cheerlead squad encourage good friend uki sawatari help trouble problem kohane experience cheerleading absolutely idea wear perform matter bad scared height childhood new sport stunt pull far ground girl size enter hizume arima cheerleader wish leave pastime unfortunately kohane recognize hizume stop lead new squad mean face childhood fear,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8453,late  china tu xiaoyi high school student take interest mark prefer play video game friend nickname peanut day choose teacher class representative yao zhetian cute girl experience love disappointment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
8454,xian state immortality cultivator strive achieve dark energy lie underneath forbidden mo dao demonic path unfortunate series tragedie path cultivator wei wuxian experiment teaching rise power accompany chaos destruction reign terror come abrupt end cultivation clan overpower kill close ally thirteen year later wei wuxian reincarnate body lunatic reunite lan wangji classmate mark begin supernatural mystery plague clan threaten disrupt everyday life mo dao zu shi follow man mission unravel mystery spiritual world fight demon ghost cultivator end form bond expect,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8455,beauty blogger send vr reality game stand firm catfight boudoir give numerous comestic product arm base popular online novel publish famous female orient online novel website jinjiang animation strongly recommend love kind cosmetic,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8456,come fantasy mmorpg cross reverie match power demon king diablo possess game rare artifact unrivale player level overpower foolish confront despite fearsome reputation diablo true identity takuma sakamoto shut gamer devoid social skill defeat hopeless challenger day day takuma care virtual life summoning spell suddenly transport world diablo appearance new world resemble favorite game takuma greet girl summon rem galeu petite pantherian adventurer shera l. greenwood busty elf summoner perform enslavement ritual attempt subjugate spell backfire cause slave instead situation awkward takuma decide accompany girl find way unbind contract learn adapt new existence menace demon king,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8457,day little mole find cuddly panda toy field rightful owner claim panda little mole set journey distant china reunite panda little mole good hearte friendly amazing friend hesitate travel world friend panda hehe live friend middle chinese countryside little mole czech republic get inseparable team animal friend experience adventure,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8458,momo minamoto shy teenager simply want good world dream follow police officer father footstep support law order like unique ability sense refined average person simple lick enable determine feeling night admire landscape momo see suspicious shade move distance learning shade spy recruit captain yuki hanzoumon senior school member secret agency call tsukikage power gain strength ingest spice release spyce action pack spy series tsukikage mission fight shadow protect city crime keep high school life,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8459,mysterious power holy spirit hide legendary continent labelle way power record book flower guard numerous flower fairy king legendary magic ambassador recognize wake power use defeat evil this.the evil force lead jakarta queen dark start war continent labelle.with help flower goddess pupula tribe goure flower fairys fate continent labelle link earth girl legendary envoy xiaanan,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8461,merc storia take place world human monster coexist protagonist yuu healer apprentice possess ability tame monster quest regain memories merc girl confine bottle pair embark journey,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8462,collaboration episode aware meisaku kun human academy robot kyoushitsu robot building academy workshop course aim pre school middle school age child,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8463,animate promotion steam kadokawa official youtube channel kataribe jinkou chinou ga tsubuyaku noroi yogen honor tankoubon volume go sale day,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8464,gunpla battle nexus online    new network game let people enjoy variety mission gunpla virtual cyberspace dimension middle school student riku mikami yukio hidaka recruit classmate momoka yashiro dive vast world diver inhabitant gbn meet mysterious girl name sarah amazing sensitivity gunpla begin play alongside famous diver start kyoya kujo champion riku admire multiple diver join form team call force game disrupt mass diver use unofficial tool call break decal encounter experience riku friend build gunpla adventure,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8465,story depict everyday life terumi san dislikes internet work telephone company call moshimoshi dou middle school student rintarou love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8466,gunpla force battle tournament big event hold gbn year compete final round avalon lead champion kyoya kujo elite th panzer division lead cunning rommel start kyoya gundam age ii magnum variety gunpla field determine strong force,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8467,collaboration episode promote bd dvd release dc super hero vs taka tsume dan japanese bd dvd release justice league go sale march   special good come character break th wall self promote material scuffle release sell well,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8468,"period magic user call beat spiral""—monster summon isolation rise being  year old apprentice period haru eighth arc end division call break cycle cast endless battle mysterious thievery occur sank division bankruptcy force haru comrade leave headquarters rebuild branch overcome quest quest",1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8469,edition genki genki non tan focus try hard try sibling try fall asleep nap time try brave think scary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8470,nori kamitsuki recently move gunma prefecture chiba follow otoya todoroki friend move elementary school way receive ominous text message todoroki tell turn enter gunma return ignore message kamitsuki go school life make new friend people mission prove negative stereotype surround gunma wrong kamitsuki way gunma different rest japan local food landmark change daily school life attitude people live gunma widely regard popular prefecture japan clearly know gunma,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8471,crush defeat   national junior badminton tournament nagisa aragaki love sport begin distort unable deal shame loss start terrorize member high school badminton club grueling drill bring verge tear quit club outright team lose member new prospect terrify join future badminton club look exceptionally grim kentarou tachibana join new head coach olympic level player come bear secret weapon ayano hanesaki girl defeat nagisa month ago ayano rival nagisa remember girl conflict feeling want distance badminton future sport line nagisa find way face fear inadequacy heal rival troubled heart bring victory kitakomachi high school badminton club,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8472,game set continent babel tower babel loom large seven nation invention alchemy lead use tool war bring humanity brink extinction seven nation strike uneasy peace lead prohibition alchemy hundred year continental year  nation lustrice break pact assemble army bolster alchemy ambition conquest continent lead envylia nation ally strike rogue nation cast alchemy darkness  year war alchemy begin cause chaos land,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8473,tokiko san get job make quiz brain teaser riddle chuukyou television broadcasting particular matchstick puzzle focus try puzzle early life family personality lead profession particularly compulsiveness organization,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8475,original song eve sing hatsune miku animate okamoto trif studio eve self cover use animate footage release july   eve include self cover mv self record label harapeco record cd+dvd release december   bunka album,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8476,sign peace treaty secure tenuous ceasefire mankind zex being emerge space time rift connect mysterious distant world partner zex name rigel azumi kakamigahara shoulder fate idyllic world unlikely pair head newly establish fujimisaki academy destiny await,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
8478,th century japan ravage constant war lord realm seek rule land having lose father battle work restaurant leave mother little brother evil magistrate send little brother away poison taster save life disguise boy castle place await divine rule sengoku era love dangerous battle,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8479,ceiling collapse girl fall second floor sousuke live rundown apartment building consolation landlord beautiful woman girl live cute day ceiling creak bang second floor directly cute girl come crash erotic encounter classified miracle heart body connected chance reason start live beautiful woman roof exactly crowded love triangle,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8480,year god blader cup valt ao battle aiga akaba wild child grow nature battle inspire no. blader world beyblade z achille aim fight strong opponent effort strong defeat valt aoi world champion aiga begin journey,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
8481,special collaboration eagle talon donten ni warau have live action movie release march   special chancellor yoshida introduce movie comment story,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
